* NAME                                S               BETX               ALFX               BETY               ALFY                MUX                MUY                 DX                 DY                DPX                DPY                  X                  Y                K0L                 K0                K1L               K1SL                K2L                K3L                K4L                 WX                 WY               PHIX               PHIY               DMUX               DMUY KEYWORD                           DBX                DBY                R11                R12                R21                R22 
$ %s                                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le %s                                %le                %le                %le                %le                %le                %le 
 "BPM.14R8.B2"              457.0271099        31.62583347       0.5043059102        173.7230076       -2.351075082        1.383827753        1.312669416       0.8190528558        0.175838492     -0.01156994527     0.003666630282    3.156410627e-08   -1.464138617e-11                 -0                  0                 -0                 -0                 -0                 -0                 -0        422.2095032        33.80771923         3.03542846        2.516734146        25.93005411       -2.744388827 "MONITOR"                            0                  0   -8.176205526e-07    0.0001273136044   -4.447248437e-08    1.280186439e-06
 "MQT.14R8.B2"              457.9411099        30.73698367       0.4684028852        178.0528047       -2.387431136        1.388494092        1.313496531       0.8084764596       0.1791901148     -0.01157910648      0.00366864949    3.094065749e-08    -1.56833319e-11                 -0                  0    1.130554894e-05                 -0                 -0                 -0                 -0        422.2426942        33.83483291        3.044766635        2.518487631         24.0176107       -2.717413132 "QUADRUPOLE"                         0                  0    -8.56810042e-07    0.0001292681519   -4.446723835e-08    1.322290974e-06
 "MQ.14R8.B2"               461.3391099        30.44741064      -0.4519648087        179.4913982         2.39477289         1.40649776        1.316473189       0.8020762229       0.1841136404     0.009663030259    -0.001214523823    2.986949647e-08   -1.885256785e-11                 -0                  0     -0.02661684966                 -0                 -0                 -0                 -0        422.2930579        33.84601581        3.080810148        2.524550585        16.99591694       -2.620536167 "QUADRUPOLE"                         0                  0   -4.483079441e-06    0.0001370768557    3.684777529e-08    -2.15615691e-06
 "MB.A15R8.B2"              478.0043572        56.49537347       -1.111019788        110.0935199        1.769454044        1.472308269        1.335385813       0.9995665486       0.1638732938      0.01476137197    -0.001214524232    3.184693868e-08   -3.006446244e-11     0.005099988074                  0                 -0                 -0                 -0                 -0                 -0        421.1372859        33.34517354        3.212062162        2.513559195       0.5697374195       -2.006497786 "SBEND"                              0                  0   -3.868774561e-06    0.0001656205469    3.684180445e-08   -2.770180013e-06
 "MB.B15R8.B2"              493.6648519        100.9909781       -1.730206067        63.87486603        1.181835477        1.505546448         1.36528346        1.267187595       0.1448532435      0.01985929142    -0.001214524232    3.370422911e-08    -4.06003886e-11     0.005099988074                  0                 -0                 -0                 -0                 -0                 -0        420.9294897        32.87151543        3.278758866        2.575022913       0.1347830478       -1.091128573 "SBEND"                              0                  0   -3.291540384e-06     0.000173787736    3.683619558e-08   -3.347101931e-06
 "MB.C15R8.B2"              509.3253466          164.87731       -2.349193679        36.06100705       0.5942169099        1.524909489        1.418185009        1.614640695       0.1258331933      0.02495664518    -0.001214524232    3.556055949e-08   -5.113631477e-11     0.005099988074                  0                 -0                 -0                 -0                 -0                 -0        420.7227301        32.40156223        3.317705391          2.6825424        2.540679542      0.02451867191 "SBEND"                              0                  0   -2.714404557e-06    0.0001638817024    3.682953745e-08   -3.923928509e-06
 "BPM.15R8.B2"               510.478594        170.3482958       -2.394789317        34.74035285        0.550944359        1.526004697        1.423371617         1.64342188       0.1244325464      0.02495664518    -0.001214524232    3.569722082e-08    -5.19121861e-11                 -0                  0                 -0                 -0                 -0                 -0                 -0        420.7075052        32.36708402        3.319912066        2.693044127        2.732643183      0.08331207808 "MONITOR"                            0                  0   -2.671930991e-06    0.0001624378396    3.682953745e-08   -3.966402076e-06
 "MQT.15R8.B2"               511.392594        174.7588688        -2.43051628        33.76459799        0.516569793        1.526847798        1.427619476         1.66623163       0.1233225176      0.02495274906    -0.001214234721    3.580551762e-08   -5.252711841e-11                 -0                  0    2.343902401e-06                 -0                 -0                 -0                 -0        420.6954432        32.33977338        3.321611155        2.701641886        2.884354691       0.1237041223 "QUADRUPOLE"                         0                  0   -2.637892882e-06    0.0001612239263    3.681397873e-08   -3.999683382e-06
 "MQ.15R8.B2"                514.790594        176.2142625        2.441262132        33.46264688      -0.5062489047        1.529878347        1.444008694        1.678796582       0.1244431419     -0.02166733547     0.002177477561    3.467956384e-08   -5.711645684e-11                 -0                  0      0.02761374353                 -0                 -0                 -0                 -0        420.6752894        32.24345947        3.327679585         2.73436944         3.45760272       0.2125524609 "QUADRUPOLE"                         0                  0    1.710153145e-06    0.0001565632829   -2.495043197e-08    4.146532689e-07
 "MB.A16R8.B2"              531.4558413         105.811833        1.783239017        60.76300881       -1.131912266        1.549351036        1.504258421        1.354150062       0.1607313472     -0.01657005055      0.00217747775    2.030951737e-08   -9.342620348e-11     0.005099988074                  0                 -0                 -0                 -0                 -0                 -0        431.6798277        34.46557558        3.364265913        2.853298914        8.146625743      -0.4084075092 "SBEND"                              0                  0    1.294665828e-06    0.0001419002504   -2.494663468e-08    8.304083196e-07
